Coherence,Keywords
0.892457464801917,"['player', 'campaign', 'zombie', 'leave', 'gameplay', 'mode', 'experience', 'new', 'character', 'add']"
0.7548221881572921,"['make', 'well', 'much', 'back', 'like', 'come', 'workshop', 'thing', 'try', 'way']"
0.6360975562893516,"['go', 'say', 'want', 'nice', 'know', 'need', 'look', 'pretty', 'life', 'tank']"
0.5984350550123758,"['time', 'great', 'still', 'ever', 'even', 'year', 'recommend', 'old', 'many', 'classic']"
0.5247000584435055,"['fun', 'friend', 'zombie', 'mod', 'love', 'really', 'dead', 'shoot', 'kill', 'leave']"
