Emotion,alien_isolation,fear,halo_infinite,hitman,l4d2,shadow_of_mordor,the_last_of_us
anger,10.110029943450037,14.801234877506724,11.111928940014879,9.968465311843028,10.02407583889251,14.015863622200705,9.356844150954915
anticipation,13.266772558807958,13.824055898096663,17.844384100354617,17.40672315304411,18.76661483673572,15.757808954811889,20.234328100039683
disgust,13.083463473885129,8.024974273385277,7.737420842194363,4.8273555456456645,6.079985286987343,6.745489867231562,6.944373785370519
fear,19.806724595896902,17.80541166907358,11.677370002444725,10.30398589964112,11.350754877865276,15.608081120700291,10.64905729489932
joy,11.435906334396705,11.92417782927905,15.368640759599487,17.03138603979529,19.798197655949572,13.90565891748449,14.31507615917624
sadness,10.341835849384001,9.495931303452988,10.44791028650591,9.32927735660742,7.870625804617879,9.254267556947811,10.682634486828583
surprise,8.80128316359446,9.859995330295144,7.373603812718349,9.760888492493258,8.663122168163047,7.774973285292168,9.26781371780914
trust,13.15398408058481,14.264218818910576,18.43874125616767,21.371918200930114,17.446623530788653,16.937856675331084,18.549872304921603
